# NIST X-ray attenuation tables (physics.nist.gov/PhysRefData/XrayMassCoef).
# Verified 2026-09-13 against the NIST website: all 92 elements and
# Air match row for row to the published 4 significant figures.
# One row per tabulated energy per element; elements H through U plus Air.
# energy_keV in keV; mass_attenuation and mass_energy_absorption in cm^2/g.
element,energy_keV,mass_attenuation,mass_energy_absorption
Xe,800,0.06696,0.02956
Xe,1000,0.05785,0.0263
Xe,1250,0.05054,0.02378
Xe,1500,0.04594,0.02221
Xe,2000,0.04078,0.0207
Xe,3000,0.03681,0.02042
Xe,4000,0.03577,0.02128
Xe,5000,0.03583,0.0224
Xe,6000,0.03634,0.0235
Xe,8000,0.03797,0.02553
Xe,10000,0.03987,0.0272
Xe,15000,0.04445,0.03002
Xe,20000,0.04815,0.03139
Y,1,3864,3857
Y,1.5,1493,1487
Y,2,742.2,736.5
Y,2.08,673.8,668.2
Y,2.08,2627,2569
Y,2.11741,2466,2412
Y,2.1555,2342,2292
Y,2.1555,3264,3187
Y,2.2614,2916,2849
Y,2.3725,2597,2540
Y,2.3725,2962,2897
Y,3,1654,1623
Y,4,793.6,779.8
Y,5,442.4,434.4
Y,6,272.5,267
Y,8,125.8,122.4
Y,10,68.71,66.19
Y,15,22.79,21.3
Y,17.0384,16.12,14.86
Y,17.0384,102.9,46.72
Y,20,68.55,36.2
Y,30,23.3,15.58
Y,40,10.65,7.79
Y,50,5.764,4.388
Y,60,3.493,2.699
Y,80,1.607,1.228
Y,100,0.9047,0.6616
Y,150,0.3595,0.2203
Y,200,0.2149,0.1093
Y,300,0.1289,0.05186
Y,400,0.1006,0.03779
Y,500,0.08613,0.03249
Y,600,0.07703,0.02986
Y,800,0.06546,0.02708
Y,1000,0.05795,0.02537
Y,1250,0.05141,0.02375
Y,1500,0.04692,0.02254
Y,2000,0.04137,0.02109
Y,3000,0.03628,0.02026
Y,4000,0.03428,0.02048
Y,5000,0.03355,0.02107
Y,6000,0.03341,0.02174
Y,8000,0.03399,0.02311
Y,10000,0.03504,0.02432
Y,15000,0.0379,0.02638
Y,20000,0.04048,0.02746
Yb,1,3017,3006
Yb,1.5,1350,1340
Yb,1.5278,1300,1289
Yb,1.5278,1965,1944
Yb,1.55186,2949,2914
Yb,1.5763,3908,3859
Yb,1.5763,4540,4482
Yb,1.75313,4200,4146
Yb,1.9498,3495,3453
Yb,1.9498,4054,4004
Yb,2,3797,3751
Yb,2.173,3128,3091
Yb,2.173,3323,3284
Yb,2.28278,2970,2935
Yb,2.3981,2652,2621
Yb,2.3981,2769,2737
Yb,3,1640,1620
Yb,4,819.3,807.2
Yb,5,471.7,462.6
Yb,6,298.8,291.3
Yb,8,144.4,138.9
Yb,8.9436,108.8,103.9
Yb,8.9436,282.4,244.4
Yb,9.44675,251.1,213.4
Yb,9.9782,212.8,186.2
Yb,9.9782,290.6,245.5
Yb,10,289.3,244.4
Yb,10.4864,257.7,218.9
Yb,10.4864,297.3,251.2
Yb,15,119.3,104.7
Yb,20,56.28,50.12
Yb,30,19.32,17.16
Yb,40,9.04,7.875
Yb,50,5.038,4.273
Yb,60,3.147,2.584
Yb,61.3323,2.975,2.432
Yb,61.3323,13.65,3.964
Yb,80,6.909,3.008
Yb,100,3.881,2.038
Yb,150,1.378,0.8554
Yb,200,0.686,0.4381
Yb,300,0.2882,0.1737
Yb,400,0.1749,0.09741
Yb,500,0.1274,0.06671
Yb,600,0.1025,0.05159
Yb,800,0.0771,0.03754
Yb,1000,0.06397,0.03107
Yb,1250,0.05439,0.02658
Yb,1500,0.04895,0.02413
Yb,2000,0.04347,0.02208
Yb,3000,0.03989,0.02191
Yb,4000,0.03944,0.02314
Yb,5000,0.04002,0.02457
Yb,6000,0.04101,0.02593
Yb,8000,0.04347,0.02826
Yb,10000,0.04609,0.0301
Yb,15000,0.05218,0.03302
Yb,20000,0.057,0.03419
Zn,1,1553,1548
Zn,1.0098,1518,1513
Zn,1.0197,1484,1478
Zn,1.0197,3804,3777
Zn,1.03119,5097,5057
Zn,1.0428,6518,6464
Zn,1.0428,8274,8202
Zn,1.11565,8452,8382
Zn,1.1936,7371,7312
Zn,1.1936,8396,8328
Zn,1.5,4825,4791
Zn,2,2375,2359
Zn,3,831.1,824.4
Zn,4,386.5,382
Zn,5,211.8,208.2
Zn,6,129,126.1
Zn,8,58.75,56.6
Zn,9.6586,35.05,33.32
Zn,9.6586,253.6,159.9
Zn,10,233.1,149.7
Zn,15,81.17,60.99
Zn,20,37.19,29.86
Zn,30,12.07,10.18
Zn,40,5.384,4.57
Zn,50,2.892,2.419
Zn,60,1.76,1.429
Zn,80,0.8364,0.6203
Zn,100,0.4973,0.3278
Zn,150,0.2341,0.1128
Zn,200,0.1617,0.06225
Zn,300,0.1141,0.03764
Zn,400,0.09539,0.03195
Zn,500,0.0845,0.02979
Zn,600,0.07695,0.02861
Zn,800,0.06656,0.02704
Zn,1000,0.05941,0.0258
Zn,1250,0.05296,0.02443
Zn,1500,0.04834,0.02329
Zn,2000,0.04235,0.02174
Zn,3000,0.03634,0.02041
Zn,4000,0.0336,0.02014
Zn,5000,0.03225,0.02028
Zn,6000,0.0316,0.02061
Zn,8000,0.03138,0.02143
Zn,10000,0.03175,0.02223
Zn,15000,0.03335,0.02367
Zn,20000,0.03509,0.02451
Zr,1,4210,4203
Zr,1.5,1631,1625
Zr,2,811.5,805.7
Zr,2.2223,625.8,620.1
Zr,2.2223,2392,2335
Zr,2.26411,2239,2186
Zr,2.3067,2120,2071
Zr,2.3067,2953,2878
Zr,2.41654,2641,2575
Zr,2.5316,2359,2303
Zr,2.5316,2691,2627
Zr,3,1772,1734
Zr,4,850.7,834.4
Zr,5,475.5,466.4
Zr,6,293.5,287.3
Zr,8,135.6,132
Zr,10,74.17,71.5
Zr,15,24.63,23.08
Zr,17.9976,15.01,13.8
Zr,17.9976,94.7,41.64
Zr,20,72.37,35.55
Zr,30,24.85,16
Zr,40,11.39,8.129
Zr,50,6.173,4.621
Zr,60,3.744,2.859
Zr,80,1.721,1.31
Zr,100,0.9658,0.708
Zr,150,0.379,0.2361
Zr,200,0.2237,0.1164
Zr,300,0.1318,0.0542
Zr,400,0.1018,0.03885
Zr,500,0.08693,0.03311
Zr,600,0.07756,0.03025
Zr,800,0.06571,0.02726
Zr,1000,0.0581,0.02547
Zr,1250,0.0515,0.0238
Zr,1500,0.047,0.02257
Zr,2000,0.04146,0.02112
Zr,3000,0.03644,0.02033
Zr,4000,0.03451,0.02061
Zr,5000,0.03384,0.02123
Zr,6000,0.03374,0.02193
Zr,8000,0.03441,0.02335
Zr,10000,0.03554,0.0246
Zr,15000,0.03855,0.0267
Zr,20000,0.04122,0.02778
